tripduration,starttime,stoptime,start_station_id,start station name,start station latitude,start station longitude,end_station_id,end station name,end station latitude,end station longitude,bikeid,usertype,birth_year,gender
699,2014/8/1 2:33,2014/8/1 2:45,472,E 32 St & Park Ave,40.7457121,-73.98194829,228,E 48 St & 3 Ave,40.7546011,-73.97187886,20802,Subscriber,1990,1
617,2014/8/1 2:34,2014/8/1 2:44,263,Elizabeth St & Hester St,40.71729,-73.996375,316,Fulton St & William St,40.70955958,-74.00653609,19767,Subscriber,1960,1
915,2014/8/1 2:34,2014/8/1 2:49,295,Pike St & E Broadway,40.71406667,-73.99293911,466,W 25 St & 6 Ave,40.74395411,-73.99144871,18682,Subscriber,1985,1
211,2014/8/1 2:34,2014/8/1 2:38,521,8 Ave & W 31 St,40.75044999,-73.99481051,489,10 Ave & W 28 St,40.75066386,-74.00176802,15524,Subscriber,1969,2
669,2014/8/1 2:35,2014/8/1 2:46,293,Lafayette St & E 8 St,40.73028666,-73.9907647,379,W 31 St & 7 Ave,40.749156,-73.9916,21494,Subscriber,1961,1
1206,2014/8/1 2:35,2014/8/1 2:55,509,9 Ave & W 22 St,40.7454973,-74.00197139,325,E 19 St & 3 Ave,40.73624527,-73.98473765,17510,Subscriber,1982,1
1196,2014/8/1 2:35,2014/8/1 2:55,509,9 Ave & W 22 St,40.7454973,-74.00197139,325,E 19 St & 3 Ave,40.73624527,-73.98473765,18621,Subscriber,1981,1
1404,2014/8/1 2:35,2014/8/1 2:59,339,Avenue D & E 12 St,40.72580614,-73.97422494,401,Allen St & Rivington St,40.72019576,-73.98997825,18622,Customer,\N,0
497,2014/8/1 2:36,2014/8/1 2:44,417,Barclay St & Church St,40.71291224,-74.01020234,355,Bayard St & Baxter St,40.71602118,-73.99974372,15889,Subscriber,1970,1
2099,2014/8/1 2:37,2014/8/1 3:12,289,Monroe St & Classon Ave,40.6845683,-73.95881081,289,Monroe St & Classon Ave,40.6845683,-73.95881081,15317,Customer,\N,0
2068,2014/8/1 2:37,2014/8/1 3:12,289,Monroe St & Classon Ave,40.6845683,-73.95881081,289,Monroe St & Classon Ave,40.6845683,-73.95881081,20563,Customer,\N,0
1263,2014/8/1 2:38,2014/8/1 2:59,339,Avenue D & E 12 St,40.72580614,-73.97422494,401,Allen St & Rivington St,40.72019576,-73.98997825,17365,Customer,\N,0
427,2014/8/1 2:38,2014/8/1 2:45,417,Barclay St & Church St,40.71291224,-74.01020234,355,Bayard St & Baxter St,40.71602118,-73.99974372,17851,Subscriber,1976,2
1059,2014/8/1 2:38,2014/8/1 2:56,474,5 Ave & E 29 St,40.7451677,-73.98683077,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,15020,Subscriber,1980,1
700,2014/8/1 2:40,2014/8/1 2:52,536,1 Ave & E 30 St,40.74144387,-73.97536082,526,E 33 St & 5 Ave,40.74765947,-73.98490707,15248,Subscriber,1980,1
757,2014/8/1 2:40,2014/8/1 2:53,441,E 52 St & 2 Ave,40.756014,-73.967416,492,W 33 St & 7 Ave,40.75019995,-73.99093085,14924,Subscriber,1964,1
129,2014/8/1 2:40,2014/8/1 2:42,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,251,Mott St & Prince St,40.72317958,-73.99480012,20835,Subscriber,1980,1
284,2014/8/1 2:40,2014/8/1 2:45,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,511,E 14 St & Avenue B,40.72938685,-73.97772429,18689,Subscriber,1984,1
186,2014/8/1 2:40,2014/8/1 2:44,445,E 10 St & Avenue A,40.72740794,-73.98142006,237,E 11 St & 2 Ave,40.73047309,-73.98672378,17351,Subscriber,1990,1
2277,2014/8/1 2:41,2014/8/1 3:19,405,Washington St & Gansevoort St,40.739323,-74.008119,531,Forsyth St & Broome St,40.71893904,-73.99266288,21509,Subscriber,1978,1
154,2014/8/1 2:41,2014/8/1 2:44,445,E 10 St & Avenue A,40.72740794,-73.98142006,237,E 11 St & 2 Ave,40.73047309,-73.98672378,15293,Subscriber,1990,1
2138,2014/8/1 2:41,2014/8/1 3:17,509,9 Ave & W 22 St,40.7454973,-74.00197139,448,W 37 St & 10 Ave,40.75660359,-73.9979009,19424,Subscriber,1977,1
375,2014/8/1 2:42,2014/8/1 2:48,435,W 21 St & 6 Ave,40.74173969,-73.99415556,489,10 Ave & W 28 St,40.75066386,-74.00176802,19380,Subscriber,1968,1
462,2014/8/1 2:42,2014/8/1 2:50,355,Bayard St & Baxter St,40.71602118,-73.99974372,355,Bayard St & Baxter St,40.71602118,-73.99974372,14972,Subscriber,1990,1
364,2014/8/1 2:42,2014/8/1 2:48,127,Barrow St & Hudson St,40.73172428,-74.00674436,116,W 17 St & 8 Ave,40.74177603,-74.00149746,15519,Subscriber,1979,1
3181,2014/8/1 2:43,2014/8/1 3:36,160,E 37 St & Lexington Ave,40.748238,-73.978311,276,Duane St & Greenwich St,40.71748752,-74.0104554,20708,Subscriber,1992,1
964,2014/8/1 2:43,2014/8/1 2:59,401,Allen St & Rivington St,40.72019576,-73.98997825,325,E 19 St & 3 Ave,40.73624527,-73.98473765,18674,Subscriber,1972,2
1620,2014/8/1 2:43,2014/8/1 3:10,289,Monroe St & Classon Ave,40.6845683,-73.95881081,289,Monroe St & Classon Ave,40.6845683,-73.95881081,14789,Customer,\N,0
364,2014/8/1 2:44,2014/8/1 2:50,361,Allen St & Hester St,40.71605866,-73.99190759,361,Allen St & Hester St,40.71605866,-73.99190759,21100,Subscriber,1993,1
235,2014/8/1 2:44,2014/8/1 2:48,490,8 Ave & W 33 St,40.751551,-73.993934,477,W 41 St & 8 Ave,40.75640548,-73.9900262,19089,Subscriber,1990,1
1909,2014/8/1 2:45,2014/8/1 3:17,488,W 39 St & 9 Ave,40.75645824,-73.99372222,311,Norfolk St & Broome St,40.7172274,-73.98802084,16687,Subscriber,1988,1
411,2014/8/1 2:47,2014/8/1 2:54,351,Front St & Maiden Ln,40.70530954,-74.00612572,2008,Little West St & 1 Pl,40.70569254,-74.01677685,18774,Subscriber,1976,1
1737,2014/8/1 2:47,2014/8/1 3:16,289,Monroe St & Classon Ave,40.6845683,-73.95881081,289,Monroe St & Classon Ave,40.6845683,-73.95881081,18985,Customer,\N,0
1123,2014/8/1 2:47,2014/8/1 3:06,128,MacDougal St & Prince St,40.72710258,-74.00297088,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17797,Subscriber,1967,1
1300,2014/8/1 2:49,2014/8/1 3:11,305,E 58 St & 3 Ave,40.76095756,-73.96724467,479,9 Ave & W 45 St,40.76019252,-73.9912551,20712,Subscriber,1990,1
554,2014/8/1 2:49,2014/8/1 2:58,515,W 43 St & 10 Ave,40.76009437,-73.99461843,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16928,Subscriber,1978,1
547,2014/8/1 2:50,2014/8/1 2:59,442,W 27 St & 7 Ave,40.746647,-73.993915,479,9 Ave & W 45 St,40.76019252,-73.9912551,18728,Subscriber,1983,1
386,2014/8/1 2:50,2014/8/1 2:56,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,16747,Subscriber,1976,1
379,2014/8/1 2:50,2014/8/1 2:56,334,W 20 St & 7 Ave,40.74238787,-73.99726235,486,Broadway & W 29 St,40.7462009,-73.98855723,17332,Customer,\N,0
241,2014/8/1 2:50,2014/8/1 2:54,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,445,E 10 St & Avenue A,40.72740794,-73.98142006,17069,Subscriber,1990,1
271,2014/8/1 2:50,2014/8/1 2:55,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,445,E 10 St & Avenue A,40.72740794,-73.98142006,19029,Subscriber,1990,1
317,2014/8/1 2:51,2014/8/1 2:57,237,E 11 St & 2 Ave,40.73047309,-73.98672378,491,E 24 St & Park Ave S,40.74096374,-73.98602213,15293,Subscriber,1991,1
314,2014/8/1 2:52,2014/8/1 2:57,355,Bayard St & Baxter St,40.71602118,-73.99974372,249,Harrison St & Hudson St,40.71870987,-74.0090009,14972,Subscriber,1990,1
744,2014/8/1 2:53,2014/8/1 3:05,453,W 22 St & 8 Ave,40.74475148,-73.99915362,445,E 10 St & Avenue A,40.72740794,-73.98142006,20244,Subscriber,1961,2
1345,2014/8/1 2:53,2014/8/1 3:16,289,Monroe St & Classon Ave,40.6845683,-73.95881081,289,Monroe St & Classon Ave,40.6845683,-73.95881081,16792,Customer,\N,0
693,2014/8/1 2:54,2014/8/1 3:06,116,W 17 St & 8 Ave,40.74177603,-74.00149746,528,2 Ave & E 31 St,40.74290902,-73.97706058,15519,Subscriber,1976,1
920,2014/8/1 2:54,2014/8/1 3:10,518,E 39 St & 2 Ave,40.74780373,-73.9734419,530,11 Ave & W 59 St,40.771522,-73.990541,21120,Subscriber,1981,1
1721,2014/8/1 2:55,2014/8/1 3:24,470,W 20 St & 8 Ave,40.74345335,-74.00004031,303,Mercer St & Spring St,40.72362738,-73.99949601,21556,Subscriber,1980,1
220,2014/8/1 2:56,2014/8/1 2:59,116,W 17 St & 8 Ave,40.74177603,-74.00149746,446,W 24 St & 7 Ave,40.74487634,-73.99529885,20030,Subscriber,1953,1
692,2014/8/1 2:56,2014/8/1 3:08,382,University Pl & E 14 St,40.73492695,-73.99200509,394,E 9 St & Avenue C,40.72521311,-73.97768752,18040,Subscriber,1986,1
422,2014/8/1 2:56,2014/8/1 3:03,331,Pike St & Monroe St,40.71173107,-73.99193043,311,Norfolk St & Broome St,40.7172274,-73.98802084,17705,Subscriber,1988,1
209,2014/8/1 2:57,2014/8/1 3:01,247,Perry St & Bleecker St,40.73535398,-74.00483091,368,Carmine St & 6 Ave,40.73038599,-74.00214988,20336,Subscriber,1976,1
708,2014/8/1 2:58,2014/8/1 3:10,447,8 Ave & W 52 St,40.76370739,-73.9851615,526,E 33 St & 5 Ave,40.74765947,-73.98490707,16679,Subscriber,1975,2
705,2014/8/1 2:58,2014/8/1 3:10,447,8 Ave & W 52 St,40.76370739,-73.9851615,526,E 33 St & 5 Ave,40.74765947,-73.98490707,16893,Subscriber,1969,1
1808,2014/8/1 2:58,2014/8/1 3:28,445,E 10 St & Avenue A,40.72740794,-73.98142006,301,E 2 St & Avenue B,40.72217444,-73.98368779,19029,Subscriber,1990,1
706,2014/8/1 2:58,2014/8/1 3:10,470,W 20 St & 8 Ave,40.74345335,-74.00004031,545,E 23 St & 1 Ave,40.736502,-73.97809472,19930,Subscriber,1989,1
1035,2014/8/1 2:59,2014/8/1 3:16,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,218,Gallatin Pl & Livingston St,40.69028437,-73.98707105,20514,Subscriber,1992,1
570,2014/8/1 3:04,2014/8/1 3:13,411,E 6 St & Avenue D,40.72228087,-73.97668709,531,Forsyth St & Broome St,40.71893904,-73.99266288,20682,Subscriber,1954,1
510,2014/8/1 3:04,2014/8/1 3:13,531,Forsyth St & Broome St,40.71893904,-73.99266288,237,E 11 St & 2 Ave,40.73047309,-73.98672378,16303,Subscriber,1984,1
1296,2014/8/1 3:06,2014/8/1 3:27,311,Norfolk St & Broome St,40.7172274,-73.98802084,433,E 13 St & Avenue A,40.72955361,-73.98057249,20063,Subscriber,1961,2
271,2014/8/1 3:06,2014/8/1 3:10,237,E 11 St & 2 Ave,40.73047309,-73.98672378,297,E 15 St & 3 Ave,40.734232,-73.986923,15081,Customer,\N,0
315,2014/8/1 3:06,2014/8/1 3:11,470,W 20 St & 8 Ave,40.74345335,-74.00004031,444,Broadway & W 24 St,40.7423543,-73.98915076,19905,Subscriber,1986,1
1716,2014/8/1 3:06,2014/8/1 3:35,468,Broadway & W 55 St,40.7652654,-73.98192338,461,E 20 St & 2 Ave,40.73587678,-73.98205027,15585,Subscriber,1980,1
170,2014/8/1 3:07,2014/8/1 3:10,225,W 14 St & The High Line,40.74195138,-74.00803013,459,W 20 St & 11 Ave,40.746745,-74.007756,17832,Subscriber,1973,1
266,2014/8/1 3:09,2014/8/1 3:14,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,21205,Subscriber,1986,1
1230,2014/8/1 3:10,2014/8/1 3:30,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,15564,Subscriber,1989,1
159,2014/8/1 3:10,2014/8/1 3:12,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,432,E 7 St & Avenue A,40.72621788,-73.98379855,15686,Subscriber,1970,1
400,2014/8/1 3:11,2014/8/1 3:18,528,2 Ave & E 31 St,40.74290902,-73.97706058,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,15519,Subscriber,1986,1
936,2014/8/1 3:11,2014/8/1 3:27,265,Stanton St & Chrystie St,40.72229346,-73.99147535,477,W 41 St & 8 Ave,40.75640548,-73.9900262,17811,Subscriber,1974,1
401,2014/8/1 3:12,2014/8/1 3:19,507,E 25 St & 2 Ave,40.73912601,-73.97973776,472,E 32 St & Park Ave,40.7457121,-73.98194829,18147,Subscriber,1983,1
130,2014/8/1 3:13,2014/8/1 3:15,468,Broadway & W 55 St,40.7652654,-73.98192338,513,W 56 St & 10 Ave,40.768254,-73.988639,17979,Subscriber,1980,1
230,2014/8/1 3:13,2014/8/1 3:17,423,W 54 St & 9 Ave,40.76584941,-73.98690506,479,9 Ave & W 45 St,40.76019252,-73.9912551,20255,Subscriber,1982,1
849,2014/8/1 3:13,2014/8/1 3:27,477,W 41 St & 8 Ave,40.75640548,-73.9900262,290,2 Ave & E 58 St,40.76020258,-73.96478473,17637,Subscriber,1967,1
827,2014/8/1 3:13,2014/8/1 3:27,251,Mott St & Prince St,40.72317958,-73.99480012,534,Water - Whitehall Plaza,40.70255065,-74.0127234,20835,Subscriber,1962,1
469,2014/8/1 3:14,2014/8/1 3:22,342,Columbia St & Rivington St,40.71739973,-73.98016555,312,Allen St & E Houston St,40.722055,-73.989111,18580,Subscriber,1989,1
1408,2014/8/1 3:15,2014/8/1 3:38,483,E 12 St & 3 Ave,40.73223272,-73.98889957,475,E 16 St & Irving Pl,40.73524276,-73.98758561,16880,Subscriber,1990,1
1440,2014/8/1 3:15,2014/8/1 3:39,150,E 2 St & Avenue C,40.7208736,-73.98085795,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17069,Subscriber,1990,1
189,2014/8/1 3:17,2014/8/1 3:20,116,W 17 St & 8 Ave,40.74177603,-74.00149746,494,W 26 St & 8 Ave,40.74734825,-73.99723551,15552,Subscriber,1968,2
455,2014/8/1 3:17,2014/8/1 3:25,468,Broadway & W 55 St,40.7652654,-73.98192338,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,17767,Customer,\N,0
392,2014/8/1 3:18,2014/8/1 3:24,295,Pike St & E Broadway,40.71406667,-73.99293911,439,E 4 St & 2 Ave,40.7262807,-73.98978041,17064,Subscriber,1989,2
382,2014/8/1 3:19,2014/8/1 3:25,468,Broadway & W 55 St,40.7652654,-73.98192338,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,18310,Customer,\N,0
415,2014/8/1 3:20,2014/8/1 3:27,368,Carmine St & 6 Ave,40.73038599,-74.00214988,247,Perry St & Bleecker St,40.73535398,-74.00483091,20336,Subscriber,1976,1
555,2014/8/1 3:25,2014/8/1 3:35,519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,444,Broadway & W 24 St,40.7423543,-73.98915076,20959,Customer,\N,0
564,2014/8/1 3:26,2014/8/1 3:35,361,Allen St & Hester St,40.71605866,-73.99190759,348,W Broadway & Spring St,40.72490985,-74.00154702,21100,Subscriber,1985,2
741,2014/8/1 3:27,2014/8/1 3:39,312,Allen St & E Houston St,40.722055,-73.989111,150,E 2 St & Avenue C,40.7208736,-73.98085795,19117,Subscriber,1989,1
465,2014/8/1 3:28,2014/8/1 3:35,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,313,Washington Ave & Park Ave,40.69610226,-73.96751037,18030,Subscriber,1985,1
1001,2014/8/1 3:28,2014/8/1 3:44,295,Pike St & E Broadway,40.71406667,-73.99293911,233,Joralemon St & Adams St,40.69246277,-73.98963911,16475,Subscriber,1984,2
3434,2014/8/1 3:28,2014/8/1 4:25,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,499,Broadway & W 60 St,40.76915505,-73.98191841,14584,Customer,\N,0
3425,2014/8/1 3:28,2014/8/1 4:26,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,499,Broadway & W 60 St,40.76915505,-73.98191841,18310,Customer,\N,0
2562,2014/8/1 3:29,2014/8/1 4:12,505,6 Ave & W 33 St,40.74901271,-73.98848395,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,14920,Customer,\N,0
419,2014/8/1 3:31,2014/8/1 3:38,434,9 Ave & W 18 St,40.74317449,-74.00366443,448,W 37 St & 10 Ave,40.75660359,-73.9979009,15258,Subscriber,1979,1
286,2014/8/1 3:33,2014/8/1 3:38,412,Forsyth St & Canal St,40.7158155,-73.99422366,291,Madison St & Montgomery St,40.713126,-73.984844,21186,Subscriber,1971,1
491,2014/8/1 3:34,2014/8/1 3:43,265,Stanton St & Chrystie St,40.72229346,-73.99147535,355,Bayard St & Baxter St,40.71602118,-73.99974372,15969,Subscriber,1982,1
458,2014/8/1 3:35,2014/8/1 3:42,251,Mott St & Prince St,40.72317958,-73.99480012,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18142,Subscriber,1989,2
454,2014/8/1 3:35,2014/8/1 3:42,439,E 4 St & 2 Ave,40.7262807,-73.98978041,531,Forsyth St & Broome St,40.71893904,-73.99266288,15847,Subscriber,1981,1
216,2014/8/1 3:35,2014/8/1 3:38,428,E 3 St & 1 Ave,40.72467721,-73.98783413,504,1 Ave & E 15 St,40.73221853,-73.98165557,19283,Subscriber,1989,1
136,2014/8/1 3:36,2014/8/1 3:38,265,Stanton St & Chrystie St,40.72229346,-73.99147535,410,Suffolk St & Stanton St,40.72066442,-73.98517977,17816,Subscriber,1984,1
737,2014/8/1 3:36,2014/8/1 3:48,311,Norfolk St & Broome St,40.7172274,-73.98802084,347,W Houston St & Hudson St,40.72873888,-74.00748842,16687,Subscriber,1978,1
482,2014/8/1 3:37,2014/8/1 3:45,250,Lafayette St & Jersey St,40.72456089,-73.99565293,223,W 13 St & 7 Ave,40.73781509,-73.99994661,15919,Subscriber,1978,1
178,2014/8/1 3:37,2014/8/1 3:40,296,Division St & Bowery,40.71413089,-73.9970468,295,Pike St & E Broadway,40.71406667,-73.99293911,21327,Subscriber,1984,2
356,2014/8/1 3:42,2014/8/1 3:47,507,E 25 St & 2 Ave,40.73912601,-73.97973776,504,1 Ave & E 15 St,40.73221853,-73.98165557,21641,Subscriber,1986,2
770,2014/8/1 3:42,2014/8/1 3:54,432,E 7 St & Avenue A,40.72621788,-73.98379855,466,W 25 St & 6 Ave,40.74395411,-73.99144871,17302,Subscriber,1986,1
938,2014/8/1 3:43,2014/8/1 3:58,430,York St & Jay St,40.7014851,-73.98656928,430,York St & Jay St,40.7014851,-73.98656928,16167,Customer,\N,0
145,2014/8/1 3:43,2014/8/1 3:45,326,E 11 St & 1 Ave,40.72953837,-73.98426726,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16802,Subscriber,1981,1
534,2014/8/1 3:45,2014/8/1 3:54,116,W 17 St & 8 Ave,40.74177603,-74.00149746,546,E 30 St & Park Ave S,40.74444921,-73.98303529,21065,Subscriber,1983,1
782,2014/8/1 3:45,2014/8/1 3:58,312,Allen St & E Houston St,40.722055,-73.989111,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18580,Subscriber,1974,1
925,2014/8/1 3:47,2014/8/1 4:02,504,1 Ave & E 15 St,40.73221853,-73.98165557,311,Norfolk St & Broome St,40.7172274,-73.98802084,15897,Subscriber,1989,1
154,2014/8/1 3:51,2014/8/1 3:54,507,E 25 St & 2 Ave,40.73912601,-73.97973776,536,1 Ave & E 30 St,40.74144387,-73.97536082,19542,Customer,\N,0
71,2014/8/1 3:52,2014/8/1 3:54,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,18142,Subscriber,1975,1
492,2014/8/1 3:57,2014/8/1 4:06,489,10 Ave & W 28 St,40.75066386,-74.00176802,529,W 42 St & 8 Ave,40.7575699,-73.99098507,16807,Subscriber,1968,1
1640,2014/8/1 4:00,2014/8/1 4:27,411,E 6 St & Avenue D,40.72228087,-73.97668709,309,Murray St & West St,40.7149787,-74.013012,15209,Subscriber,1966,1
589,2014/8/1 4:01,2014/8/1 4:11,223,W 13 St & 7 Ave,40.73781509,-73.99994661,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15919,Subscriber,1978,1
2100,2014/8/1 4:03,2014/8/1 4:38,480,W 53 St & 10 Ave,40.76669671,-73.99061728,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,16002,Subscriber,1985,1
753,2014/8/1 4:05,2014/8/1 4:17,325,E 19 St & 3 Ave,40.73624527,-73.98473765,128,MacDougal St & Prince St,40.72710258,-74.00297088,18674,Subscriber,1982,1
108,2014/8/1 4:08,2014/8/1 4:09,528,2 Ave & E 31 St,40.74290902,-73.97706058,528,2 Ave & E 31 St,40.74290902,-73.97706058,16771,Subscriber,1987,1
556,2014/8/1 4:09,2014/8/1 4:18,293,Lafayette St & E 8 St,40.73028666,-73.9907647,472,E 32 St & Park Ave,40.7457121,-73.98194829,18279,Subscriber,1985,1
181,2014/8/1 4:09,2014/8/1 4:12,488,W 39 St & 9 Ave,40.75645824,-73.99372222,490,8 Ave & W 33 St,40.751551,-73.993934,17947,Subscriber,1972,1
872,2014/8/1 4:09,2014/8/1 4:23,459,W 20 St & 11 Ave,40.746745,-74.007756,334,W 20 St & 7 Ave,40.74238787,-73.99726235,17832,Subscriber,1983,1
996,2014/8/1 4:09,2014/8/1 4:26,450,W 49 St & 8 Ave,40.76227205,-73.98788205,498,Broadway & W 32 St,40.74854862,-73.98808416,15469,Customer,\N,0
179,2014/8/1 4:09,2014/8/1 4:12,479,9 Ave & W 45 St,40.76019252,-73.9912551,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17470,Subscriber,1972,1
389,2014/8/1 4:09,2014/8/1 4:16,2010,Grand St & Greene St,40.72165481,-74.00234737,268,Howard St & Centre St,40.71910537,-73.99973337,18459,Subscriber,1977,1
168,2014/8/1 4:10,2014/8/1 4:13,368,Carmine St & 6 Ave,40.73038599,-74.00214988,247,Perry St & Bleecker St,40.73535398,-74.00483091,15237,Subscriber,1980,1
792,2014/8/1 4:12,2014/8/1 4:25,291,Madison St & Montgomery St,40.713126,-73.984844,224,Spruce St & Nassau St,40.71146364,-74.00552427,18630,Subscriber,1985,1
1192,2014/8/1 4:12,2014/8/1 4:32,405,Washington St & Gansevoort St,40.739323,-74.008119,405,Washington St & Gansevoort St,40.739323,-74.008119,21359,Customer,\N,0
487,2014/8/1 4:16,2014/8/1 4:24,400,Pitt St & Stanton St,40.71926081,-73.98178024,326,E 11 St & 1 Ave,40.72953837,-73.98426726,18961,Subscriber,1984,1
98,2014/8/1 4:18,2014/8/1 4:19,509,9 Ave & W 22 St,40.7454973,-74.00197139,453,W 22 St & 8 Ave,40.74475148,-73.99915362,21436,Subscriber,1969,1
1018,2014/8/1 4:18,2014/8/1 4:35,405,Washington St & Gansevoort St,40.739323,-74.008119,361,Allen St & Hester St,40.71605866,-73.99190759,19516,Subscriber,1980,1
388,2014/8/1 4:20,2014/8/1 4:26,536,1 Ave & E 30 St,40.74144387,-73.97536082,492,W 33 St & 7 Ave,40.75019995,-73.99093085,15549,Subscriber,1985,1
993,2014/8/1 4:20,2014/8/1 4:37,341,Stanton St & Mangin St,40.71782143,-73.97628939,502,Henry St & Grand St,40.714215,-73.981346,19979,Subscriber,1977,1
813,2014/8/1 4:21,2014/8/1 4:34,365,Fulton St & Grand Ave,40.68223166,-73.9614583,365,Fulton St & Grand Ave,40.68223166,-73.9614583,17747,Subscriber,1970,1
499,2014/8/1 4:22,2014/8/1 4:30,519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,492,W 33 St & 7 Ave,40.75019995,-73.99093085,19206,Subscriber,1961,1
525,2014/8/1 4:22,2014/8/1 4:30,519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,492,W 33 St & 7 Ave,40.75019995,-73.99093085,18648,Subscriber,1957,1
1384,2014/8/1 4:22,2014/8/1 4:45,432,E 7 St & Avenue A,40.72621788,-73.98379855,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,17871,Subscriber,1976,1
472,2014/8/1 4:22,2014/8/1 4:30,228,E 48 St & 3 Ave,40.7546011,-73.97187886,476,E 31 St & 3 Ave,40.74394314,-73.97966069,20802,Subscriber,1976,1
380,2014/8/1 4:22,2014/8/1 4:28,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,407,Henry St & Poplar St,40.700469,-73.991454,18454,Subscriber,1960,1
240,2014/8/1 4:23,2014/8/1 4:27,478,11 Ave & W 41 St,40.76030096,-73.99884222,529,W 42 St & 8 Ave,40.7575699,-73.99098507,21095,Subscriber,1970,1
885,2014/8/1 4:23,2014/8/1 4:38,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,505,6 Ave & W 33 St,40.74901271,-73.98848395,20376,Subscriber,1978,2
869,2014/8/1 4:25,2014/8/1 4:40,507,E 25 St & 2 Ave,40.73912601,-73.97973776,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19786,Subscriber,1972,1
875,2014/8/1 4:26,2014/8/1 4:41,160,E 37 St & Lexington Ave,40.748238,-73.978311,393,E 5 St & Avenue C,40.72299208,-73.97995466,17843,Subscriber,1988,1
1846,2014/8/1 4:26,2014/8/1 4:57,498,Broadway & W 32 St,40.74854862,-73.98808416,263,Elizabeth St & Hester St,40.71729,-73.996375,15469,Customer,\N,0
1093,2014/8/1 4:27,2014/8/1 4:45,499,Broadway & W 60 St,40.76915505,-73.98191841,499,Broadway & W 60 St,40.76915505,-73.98191841,17219,Customer,\N,0
1000,2014/8/1 4:27,2014/8/1 4:44,499,Broadway & W 60 St,40.76915505,-73.98191841,499,Broadway & W 60 St,40.76915505,-73.98191841,18310,Customer,\N,0
2304,2014/8/1 4:28,2014/8/1 5:06,521,8 Ave & W 31 St,40.75044999,-73.99481051,279,Peck Slip & Front Street,40.707873,-74.00167,19139,Subscriber,1962,1
398,2014/8/1 4:28,2014/8/1 4:35,534,Water - Whitehall Plaza,40.70255065,-74.0127234,3002,South End Ave & Liberty St,40.711512,-74.015756,20835,Subscriber,1983,1
269,2014/8/1 4:29,2014/8/1 4:33,417,Barclay St & Church St,40.71291224,-74.01020234,79,Franklin St & W Broadway,40.71911552,-74.00666661,18534,Subscriber,1979,1
480,2014/8/1 4:30,2014/8/1 4:38,168,W 18 St & 6 Ave,40.73971301,-73.99456405,493,W 45 St & 6 Ave,40.7568001,-73.98291153,20977,Subscriber,1977,1
1283,2014/8/1 4:30,2014/8/1 4:51,128,MacDougal St & Prince St,40.72710258,-74.00297088,465,Broadway & W 41 St,40.75513557,-73.98658032,16484,Subscriber,1970,1
863,2014/8/1 4:30,2014/8/1 4:44,331,Pike St & Monroe St,40.71173107,-73.99193043,347,W Houston St & Hudson St,40.72873888,-74.00748842,16799,Subscriber,1963,2
539,2014/8/1 4:32,2014/8/1 4:40,3002,South End Ave & Liberty St,40.711512,-74.015756,257,Lispenard St & Broadway,40.71939226,-74.00247214,17911,Subscriber,1945,1
155,2014/8/1 4:40,2014/8/1 4:43,351,Front St & Maiden Ln,40.70530954,-74.00612572,306,Cliff St & Fulton St,40.70823502,-74.00530063,15690,Subscriber,1952,1
